date,state,deaths,cases
2020-05-11,Maine,1,26
2020-05-12,Maine,0,15
2020-05-13,Maine,1,38
2020-05-14,Maine,3,50
2020-05-15,Maine,0,38
2020-05-16,Maine,1,45
2020-05-17,Maine,0,39
2020-05-18,Maine,1,26
2020-05-19,Maine,2,28
2020-05-20,Maine,0,78
2020-05-21,Maine,0,58
2020-05-22,Maine,2,71
2020-05-23,Maine,2,65
2020-05-24,Maine,1,42
2020-05-25,Maine,0,19
2020-05-26,Maine,1,35
2020-05-27,Maine,2,28
2020-05-28,Maine,3,52
2020-05-29,Maine,1,37
2020-05-30,Maine,4,56
2020-05-31,Maine,0,43
2020-06-01,Maine,0,24
2020-06-02,Maine,5,28
2020-06-03,Maine,1,41
2020-06-04,Maine,0,28
2020-06-05,Maine,3,36
2020-06-06,Maine,0,42
2020-06-07,Maine,1,46
2020-06-08,Maine,0,18
2020-06-09,Maine,1,18
2020-06-10,Maine,0,31
2020-06-11,Maine,0,30
2020-06-12,Maine,0,54
2020-06-13,Maine,0,36
2020-06-14,Maine,0,36
2020-06-15,Maine,1,17
2020-06-16,Maine,0,9
2020-06-17,Maine,1,17
2020-06-18,Maine,0,42
2020-06-19,Maine,0,35
2020-06-20,Maine,0,25
2020-06-21,Maine,0,19
2020-06-22,Maine,0,14
2020-06-23,Maine,0,23
2020-06-24,Maine,1,23
2020-06-25,Maine,0,53
2020-06-26,Maine,0,32
2020-06-27,Maine,1,52
2020-06-28,Maine,0,37
2020-06-29,Maine,1,28
2020-06-30,Maine,0,34
2020-07-01,Maine,0,41
2020-07-02,Maine,0,34
2020-07-03,Maine,0,45
2020-07-04,Maine,2,24
2020-07-05,Maine,2,18
2020-07-06,Maine,0,8
2020-07-07,Maine,1,17
2020-07-08,Maine,0,20
2020-07-09,Maine,1,26
2020-07-10,Maine,0,13
2020-07-11,Maine,1,21
2020-07-12,Maine,2,19
2020-03-05,Maryland,0,3
2020-03-06,Maryland,0,0
2020-03-07,Maryland,0,0
2020-03-08,Maryland,0,2
2020-03-09,Maryland,0,1
2020-03-10,Maryland,0,3
2020-03-11,Maryland,0,4
2020-03-12,Maryland,0,0
2020-03-13,Maryland,0,5
2020-03-14,Maryland,0,9
2020-03-15,Maryland,0,5
2020-03-16,Maryland,0,7
2020-03-17,Maryland,0,18
2020-03-18,Maryland,1,28
2020-03-19,Maryland,0,23
2020-03-20,Maryland,1,42
2020-03-21,Maryland,1,45
2020-03-22,Maryland,0,50
2020-03-23,Maryland,0,45
2020-03-24,Maryland,1,59
2020-03-25,Maryland,0,74
2020-03-26,Maryland,0,158
2020-03-27,Maryland,1,194
2020-03-28,Maryland,5,291
2020-03-29,Maryland,1,178
2020-03-30,Maryland,4,170
2020-03-31,Maryland,3,248
2020-04-01,Maryland,15,323
2020-04-02,Maryland,3,346
2020-04-03,Maryland,6,427
2020-04-04,Maryland,12,367
2020-04-05,Maryland,14,484
2020-04-06,Maryland,24,436
2020-04-07,Maryland,12,326
2020-04-08,Maryland,20,1158
2020-04-09,Maryland,15,656
2020-04-10,Maryland,33,783
2020-04-11,Maryland,35,726
2020-04-12,Maryland,29,531
2020-04-13,Maryland,26,711
2020-04-14,Maryland,40,536
2020-04-15,Maryland,111,624
2020-04-16,Maryland,46,755
2020-04-17,Maryland,35,790
2020-04-18,Maryland,40,738
2020-04-19,Maryland,14,513
2020-04-20,Maryland,34,858
2020-04-21,Maryland,70,511
2020-04-22,Maryland,46,581
2020-04-23,Maryland,50,963
2020-04-24,Maryland,50,888
2020-04-25,Maryland,77,1151
2020-04-26,Maryland,35,820
2020-04-27,Maryland,35,910
2020-04-28,Maryland,71,626
2020-04-29,Maryland,62,742
2020-04-30,Maryland,61,883
2020-05-01,Maryland,53,1741
2020-05-02,Maryland,59,1002
2020-05-03,Maryland,30,993
2020-05-04,Maryland,36,948
2020-05-05,Maryland,73,708
2020-05-06,Maryland,53,1046
2020-05-07,Maryland,60,1213
2020-05-08,Maryland,57,1116
2020-05-09,Maryland,54,1046
2020-05-10,Maryland,30,1055
2020-05-11,Maryland,39,790
2020-05-12,Maryland,73,691
2020-05-13,Maryland,53,753
2020-05-14,Maryland,57,1094
2020-05-15,Maryland,45,1084
2020-05-16,Maryland,46,978
2020-05-17,Maryland,35,837
2020-05-18,Maryland,31,962
2020-05-19,Maryland,58,1782
2020-05-20,Maryland,42,778
2020-05-21,Maryland,36,1203
2020-05-22,Maryland,48,894
2020-05-23,Maryland,36,1069
2020-05-24,Maryland,34,1311
2020-05-25,Maryland,25,835
2020-05-26,Maryland,31,536
2020-05-27,Maryland,59,752
2020-05-28,Maryland,36,1292
2020-05-29,Maryland,38,1297
2020-05-30,Maryland,43,1031
2020-05-31,Maryland,23,794
2020-06-01,Maryland,20,579
2020-06-02,Maryland,45,796
2020-06-03,Maryland,44,786
2020-06-04,Maryland,27,873
2020-06-05,Maryland,34,917
2020-06-06,Maryland,38,692
2020-06-07,Maryland,9,494
2020-06-08,Maryland,27,431
2020-06-09,Maryland,35,519
2020-06-10,Maryland,33,571
2020-06-11,Maryland,31,709
2020-06-12,Maryland,25,439
2020-06-13,Maryland,26,673
2020-06-14,Maryland,13,393
2020-06-15,Maryland,8,325
2020-06-16,Maryland,35,351
2020-06-17,Maryland,14,561
2020-06-18,Maryland,20,274
2020-06-19,Maryland,14,311
2020-06-20,Maryland,22,415
2020-06-21,Maryland,14,338
2020-06-22,Maryland,8,299
2020-06-23,Maryland,18,400
2020-06-24,Maryland,16,332
2020-06-25,Maryland,21,463
2020-06-26,Maryland,13,307
2020-06-27,Maryland,15,328
2020-06-28,Maryland,11,328
2020-06-29,Maryland,7,477
2020-06-30,Maryland,15,315
2020-07-01,Maryland,15,350
2020-07-02,Maryland,7,513
2020-07-03,Maryland,11,407
2020-07-04,Maryland,13,302
2020-07-05,Maryland,7,233
2020-07-06,Maryland,3,540
2020-07-07,Maryland,20,489
2020-07-08,Maryland,9,469
2020-07-09,Maryland,13,582
2020-07-10,Maryland,15,466
2020-07-11,Maryland,7,557
2020-07-12,Maryland,9,645
2020-02-01,Massachusetts,0,1
2020-02-02,Massachusetts,0,0
2020-02-03,Massachusetts,0,0
2020-02-04,Massachusetts,0,0
2020-02-05,Massachusetts,0,0
2020-02-06,Massachusetts,0,0
2020-02-07,Massachusetts,0,0
2020-02-08,Massachusetts,0,0
2020-02-09,Massachusetts,0,0
2020-02-10,Massachusetts,0,0
2020-02-11,Massachusetts,0,0
2020-02-12,Massachusetts,0,0
2020-02-13,Massachusetts,0,0
2020-02-14,Massachusetts,0,0
2020-02-15,Massachusetts,0,0
2020-02-16,Massachusetts,0,0
2020-02-17,Massachusetts,0,0
2020-02-18,Massachusetts,0,0
2020-02-19,Massachusetts,0,0
2020-02-20,Massachusetts,0,0
2020-02-21,Massachusetts,0,0
2020-02-22,Massachusetts,0,0
2020-02-23,Massachusetts,0,0
2020-02-24,Massachusetts,0,0
2020-02-25,Massachusetts,0,0
2020-02-26,Massachusetts,0,0
2020-02-27,Massachusetts,0,0
2020-02-28,Massachusetts,0,0
2020-02-29,Massachusetts,0,0
2020-03-01,Massachusetts,0,0
2020-03-02,Massachusetts,0,1
2020-03-03,Massachusetts,0,0
2020-03-04,Massachusetts,0,0
2020-03-05,Massachusetts,0,1
2020-03-06,Massachusetts,0,5
2020-03-07,Massachusetts,0,5
2020-03-08,Massachusetts,0,15
2020-03-09,Massachusetts,0,13
2020-03-10,Massachusetts,0,51
2020-03-11,Massachusetts,0,3
2020-03-12,Massachusetts,0,13
2020-03-13,Massachusetts,0,15
2020-03-14,Massachusetts,0,15
2020-03-15,Massachusetts,0,26
2020-03-16,Massachusetts,0,33
2020-03-17,Massachusetts,0,21
2020-03-18,Massachusetts,0,38
2020-03-19,Massachusetts,0,72
2020-03-20,Massachusetts,1,85
2020-03-21,Massachusetts,1,112
2020-03-22,Massachusetts,3,121
2020-03-23,Massachusetts,4,131
2020-03-24,Massachusetts,2,382
2020-03-25,Massachusetts,4,679
2020-03-26,Massachusetts,10,579
2020-03-27,Massachusetts,10,823
2020-03-28,Massachusetts,9,1017
2020-03-29,Massachusetts,4,698
2020-03-30,Massachusetts,8,797
2020-03-31,Massachusetts,33,868
2020-04-01,Massachusetts,33,1118
2020-04-02,Massachusetts,32,1228
2020-04-03,Massachusetts,38,1436
2020-04-04,Massachusetts,24,1334
2020-04-05,Massachusetts,15,764
2020-04-06,Massachusetts,29,1337
2020-04-07,Massachusetts,96,1365
2020-04-08,Massachusetts,77,1588
2020-04-09,Massachusetts,70,2151
2020-04-10,Massachusetts,96,2033
2020-04-11,Massachusetts,87,1886
2020-04-12,Massachusetts,70,2615
2020-04-13,Massachusetts,88,1392
2020-04-14,Massachusetts,113,1296
2020-04-15,Massachusetts,151,1755
2020-04-16,Massachusetts,137,2263
2020-04-17,Massachusetts,159,2221
2020-04-18,Massachusetts,156,1970
2020-04-19,Massachusetts,146,1705
2020-04-20,Massachusetts,103,1566
2020-04-21,Massachusetts,152,1556
2020-04-22,Massachusetts,221,1745
2020-04-23,Massachusetts,178,3079
2020-04-24,Massachusetts,196,4946
2020-04-25,Massachusetts,174,2379
2020-04-26,Massachusetts,169,1590
2020-04-27,Massachusetts,104,1524
2020-04-28,Massachusetts,150,1840
2020-04-29,Massachusetts,252,1963
2020-04-30,Massachusetts,157,1940
2020-05-01,Massachusetts,154,2106
2020-05-02,Massachusetts,130,1952
2020-05-03,Massachusetts,158,1824
2020-05-04,Massachusetts,86,1000
2020-05-05,Massachusetts,122,1184
2020-05-06,Massachusetts,208,1754
2020-05-07,Massachusetts,132,1696
2020-05-08,Massachusetts,150,1612
2020-05-09,Massachusetts,138,1410
2020-05-10,Massachusetts,139,1050
2020-05-11,Massachusetts,129,669
2020-05-12,Massachusetts,33,870
2020-05-13,Massachusetts,174,1165
2020-05-14,Massachusetts,167,1685
2020-05-15,Massachusetts,110,1239
2020-05-16,Massachusetts,113,1512
2020-05-17,Massachusetts,92,1077
2020-05-18,Massachusetts,65,1042
2020-05-19,Massachusetts,76,873
2020-05-20,Massachusetts,128,1045
2020-05-21,Massachusetts,82,1114
2020-05-22,Massachusetts,80,805
2020-05-23,Massachusetts,76,773
2020-05-24,Massachusetts,68,1013
2020-05-25,Massachusetts,44,596
2020-05-26,Massachusetts,57,422
2020-05-27,Massachusetts,74,527
2020-05-28,Massachusetts,93,675
2020-05-29,Massachusetts,78,617
2020-05-30,Massachusetts,50,789
2020-05-31,Massachusetts,78,664
2020-06-01,Massachusetts,189,3840
2020-06-02,Massachusetts,50,358
2020-06-03,Massachusetts,67,429
2020-06-04,Massachusetts,49,471
2020-06-05,Massachusetts,34,494
2020-06-06,Massachusetts,54,575
2020-06-07,Massachusetts,27,304
2020-06-08,Massachusetts,37,190
2020-06-09,Massachusetts,55,263
2020-06-10,Massachusetts,46,267
2020-06-11,Massachusetts,38,511
2020-06-12,Massachusetts,46,392
2020-06-13,Massachusetts,38,336
2020-06-14,Massachusetts,48,208
2020-06-15,Massachusetts,22,87
2020-06-16,Massachusetts,18,195
2020-06-17,Massachusetts,69,266
2020-06-18,Massachusetts,36,271
2020-06-19,Massachusetts,30,228
2020-06-20,Massachusetts,28,286
2020-06-21,Massachusetts,30,125
2020-06-22,Massachusetts,16,149
2020-06-23,Massachusetts,16,229
2020-06-24,Massachusetts,48,172
2020-06-25,Massachusetts,25,226
2020-06-26,Massachusetts,50,233
2020-06-27,Massachusetts,28,373
2020-06-28,Massachusetts,20,224
2020-06-29,Massachusetts,35,101
2020-06-30,Massachusetts,-41,114
2020-07-01,Massachusetts,27,261
2020-07-02,Massachusetts,51,195
2020-07-03,Massachusetts,17,290
2020-07-04,Massachusetts,23,210
2020-07-05,Massachusetts,11,136
2020-07-06,Massachusetts,15,163
2020-07-07,Massachusetts,15,201
2020-07-08,Massachusetts,30,264
2020-07-09,Massachusetts,25,295
2020-07-10,Massachusetts,28,213
2020-07-11,Massachusetts,14,288
2020-07-12,Massachusetts,15,199
2020-03-10,Michigan,0,2
2020-03-11,Michigan,0,0
2020-03-12,Michigan,0,10
2020-03-13,Michigan,0,13
2020-03-14,Michigan,0,8
2020-03-15,Michigan,0,20
2020-03-16,Michigan,0,1
2020-03-17,Michigan,0,11
2020-03-18,Michigan,1,15
2020-03-19,Michigan,2,254
2020-03-20,Michigan,1,214
2020-03-21,Michigan,2,239
2020-03-22,Michigan,3,246
2020-03-23,Michigan,7,291
2020-03-24,Michigan,8,467
2020-03-25,Michigan,19,502
2020-03-26,Michigan,20,584
2020-03-27,Michigan,30,778
2020-03-28,Michigan,18,979
2020-03-29,Michigan,21,852
2020-03-30,Michigan,65,1022
2020-03-31,Michigan,67,1121
2020-04-01,Michigan,72,1663
2020-04-02,Michigan,81,1499
2020-04-03,Michigan,61,1878
2020-04-04,Michigan,62,1556
2020-04-05,Michigan,76,1408
2020-04-06,Michigan,111,1496
2020-04-07,Michigan,118,1722
2020-04-08,Michigan,114,1369
2020-04-09,Michigan,117,1155
2020-04-10,Michigan,204,1271
2020-04-11,Michigan,111,1207
2020-04-12,Michigan,95,641
2020-04-13,Michigan,115,993
2020-04-14,Michigan,165,1357
2020-04-15,Michigan,153,1049
2020-04-16,Michigan,172,1226
2020-04-17,Michigan,135,833
2020-04-18,Michigan,81,765
2020-04-19,Michigan,82,631
2020-04-20,Michigan,77,579
2020-04-21,Michigan,232,1008
2020-04-22,Michigan,114,994
2020-04-23,Michigan,165,1323
2020-04-24,Michigan,107,1375
2020-04-25,Michigan,189,557
2020-04-26,Michigan,41,567
2020-04-27,Michigan,92,439
2020-04-28,Michigan,160,1044
2020-04-29,Michigan,104,1126
2020-04-30,Michigan,118,987
2020-05-01,Michigan,78,1001
2020-05-02,Michigan,154,843
2020-05-03,Michigan,29,545
2020-05-04,Michigan,86,192
2020-05-05,Michigan,44,405
2020-05-06,Michigan,71,715
2020-05-07,Michigan,93,595
2020-05-08,Michigan,50,676
2020-05-09,Michigan,133,416
2020-05-10,Michigan,25,381
2020-05-11,Michigan,33,410
2020-05-12,Michigan,90,420
2020-05-13,Michigan,40,361
2020-05-14,Michigan,73,1182
2020-05-15,Michigan,38,493
2020-05-16,Michigan,55,434
2020-05-17,Michigan,11,638
2020-05-18,Michigan,24,799
2020-05-19,Michigan,102,484
2020-05-20,Michigan,43,651
2020-05-21,Michigan,69,480
2020-05-22,Michigan,29,397
2020-05-23,Michigan,65,439
2020-05-24,Michigan,5,312
2020-05-25,Michigan,12,200
2020-05-26,Michigan,26,224
2020-05-27,Michigan,68,504
2020-05-28,Michigan,38,400
2020-05-29,Michigan,34,645
2020-05-30,Michigan,57,259
2020-05-31,Michigan,28,507
2020-06-01,Michigan,34,1080
2020-06-02,Michigan,37,245
2020-06-03,Michigan,17,310
2020-06-04,Michigan,25,225
2020-06-05,Michigan,250,4529
2020-06-06,Michigan,40,452
2020-06-07,Michigan,4,419
2020-06-08,Michigan,18,296
2020-06-09,Michigan,30,279
2020-06-10,Michigan,12,187
2020-06-11,Michigan,27,250
2020-06-12,Michigan,9,254
2020-06-13,Michigan,23,143
2020-06-14,Michigan,3,222
2020-06-15,Michigan,5,56
2020-06-16,Michigan,14,164
2020-06-17,Michigan,2,228
2020-06-18,Michigan,23,286
2020-06-19,Michigan,7,320
2020-06-20,Michigan,20,421
2020-06-21,Michigan,3,152
2020-06-22,Michigan,7,271
2020-06-23,Michigan,12,229
2020-06-24,Michigan,5,338
2020-06-25,Michigan,19,448
2020-06-26,Michigan,1,314
2020-06-27,Michigan,19,329
2020-06-28,Michigan,4,240
2020-06-29,Michigan,4,314
2020-06-30,Michigan,32,494
2020-07-01,Michigan,5,429
2020-07-02,Michigan,14,574
2020-07-03,Michigan,3,453
2020-07-04,Michigan,3,396
2020-07-05,Michigan,0,325
2020-07-06,Michigan,3,376
2020-07-07,Michigan,31,608
2020-07-08,Michigan,10,649
2020-07-09,Michigan,9,587
2020-07-10,Michigan,13,624
2020-07-11,Michigan,28,628
2020-07-12,Michigan,1,437
2020-03-06,Minnesota,0,1
2020-03-07,Minnesota,0,0
2020-03-08,Minnesota,0,1
2020-03-09,Minnesota,0,0
2020-03-10,Minnesota,0,1
2020-03-11,Minnesota,0,2
2020-03-12,Minnesota,0,4
2020-03-13,Minnesota,0,5
2020-03-14,Minnesota,0,7
2020-03-15,Minnesota,0,14
2020-03-16,Minnesota,0,19
2020-03-17,Minnesota,0,6
2020-03-18,Minnesota,0,17
2020-03-19,Minnesota,0,12
2020-03-20,Minnesota,0,26
2020-03-21,Minnesota,1,23
2020-03-22,Minnesota,0,33
2020-03-23,Minnesota,0,64
2020-03-24,Minnesota,0,27
2020-03-25,Minnesota,0,25
2020-03-26,Minnesota,1,59
2020-03-27,Minnesota,2,52
2020-03-28,Minnesota,1,42
2020-03-29,Minnesota,4,64
2020-03-30,Minnesota,1,72
2020-03-31,Minnesota,2,53
2020-04-01,Minnesota,5,60
2020-04-02,Minnesota,1,53
2020-04-03,Minnesota,4,47
2020-04-04,Minnesota,2,76
2020-04-05,Minnesota,5,70
2020-04-06,Minnesota,1,51
2020-04-07,Minnesota,4,83
2020-04-08,Minnesota,5,85
2020-04-09,Minnesota,11,88
2020-04-10,Minnesota,7,93
2020-04-11,Minnesota,7,92
2020-04-12,Minnesota,6,194
2020-04-13,Minnesota,0,29
2020-04-14,Minnesota,9,45
2020-04-15,Minnesota,8,114
2020-04-16,Minnesota,7,103
2020-04-17,Minnesota,17,159
2020-04-18,Minnesota,10,142
2020-04-19,Minnesota,13,143
2020-04-20,Minnesota,9,114
2020-04-21,Minnesota,17,97
2020-04-22,Minnesota,19,154
2020-04-23,Minnesota,21,221
2020-04-24,Minnesota,21,243
2020-04-25,Minnesota,23,261
2020-04-26,Minnesota,28,156
2020-04-27,Minnesota,14,214
2020-04-28,Minnesota,15,365
2020-04-29,Minnesota,18,463
2020-04-30,Minnesota,24,492
2020-05-01,Minnesota,28,594
2020-05-02,Minnesota,24,498
2020-05-03,Minnesota,24,435
2020-05-04,Minnesota,9,571
2020-05-05,Minnesota,27,617
2020-05-06,Minnesota,30,728
2020-05-07,Minnesota,23,785
2020-05-08,Minnesota,26,723
2020-05-09,Minnesota,24,702
2020-05-10,Minnesota,20,481
2020-05-11,Minnesota,13,528
2020-05-12,Minnesota,23,695
2020-05-13,Minnesota,24,423
2020-05-14,Minnesota,34,527
2020-05-15,Minnesota,20,806
2020-05-16,Minnesota,17,729
2020-05-17,Minnesota,22,699
2020-05-18,Minnesota,9,704
2020-05-19,Minnesota,17,657
2020-05-20,Minnesota,29,641
2020-05-21,Minnesota,32,530
2020-05-22,Minnesota,33,805
2020-05-23,Minnesota,10,840
2020-05-24,Minnesota,17,728
2020-05-25,Minnesota,12,742
2020-05-26,Minnesota,18,645
2020-05-27,Minnesota,34,505
2020-05-28,Minnesota,35,483
2020-05-29,Minnesota,29,584
2020-05-30,Minnesota,30,659
2020-05-31,Minnesota,14,660
2020-06-01,Minnesota,10,358
2020-06-02,Minnesota,22,300
2020-06-03,Minnesota,15,363
2020-06-04,Minnesota,29,403
2020-06-05,Minnesota,33,707
2020-06-06,Minnesota,22,521
2020-06-07,Minnesota,16,385
2020-06-08,Minnesota,11,338
2020-06-09,Minnesota,20,299
2020-06-10,Minnesota,39,366
2020-06-11,Minnesota,13,447
2020-06-12,Minnesota,25,479
2020-06-13,Minnesota,9,377
2020-06-14,Minnesota,15,299
2020-06-15,Minnesota,6,222
2020-06-16,Minnesota,9,189
2020-06-17,Minnesota,13,415
2020-06-18,Minnesota,19,379
2020-06-19,Minnesota,17,356
2020-06-20,Minnesota,11,436
2020-06-21,Minnesota,8,453
2020-06-22,Minnesota,4,307
2020-06-23,Minnesota,9,242
2020-06-24,Minnesota,7,297
2020-06-25,Minnesota,9,360
2020-06-26,Minnesota,5,493
2020-06-27,Minnesota,6,417
2020-06-28,Minnesota,8,516
2020-06-29,Minnesota,10,312
2020-06-30,Minnesota,6,442
2020-07-01,Minnesota,6,415
2020-07-02,Minnesota,13,494
2020-07-03,Minnesota,8,414
2020-07-04,Minnesota,0,0
2020-07-05,Minnesota,5,512
2020-07-06,Minnesota,3,433
2020-07-07,Minnesota,3,564
2020-07-08,Minnesota,9,457
2020-07-09,Minnesota,5,574
2020-07-10,Minnesota,5,604
2020-07-11,Minnesota,4,804
2020-07-12,Minnesota,3,710
2020-03-11,Mississippi,0,1
2020-03-12,Mississippi,0,0
2020-03-13,Mississippi,0,5
2020-03-14,Mississippi,0,0
2020-03-15,Mississippi,0,4
2020-03-16,Mississippi,0,2
2020-03-17,Mississippi,0,9
2020-03-18,Mississippi,0,13
2020-03-19,Mississippi,1,16
2020-03-20,Mississippi,0,30
2020-03-21,Mississippi,0,60
2020-03-22,Mississippi,0,67
2020-03-23,Mississippi,0,42
2020-03-24,Mississippi,0,71
2020-03-25,Mississippi,4,56
2020-03-26,Mississippi,1,110
2020-03-27,Mississippi,2,93
2020-03-28,Mississippi,5,90
2020-03-29,Mississippi,1,90
2020-03-30,Mississippi,2,89
2020-03-31,Mississippi,4,89
2020-04-01,Mississippi,2,136
2020-04-02,Mississippi,4,104
2020-04-03,Mississippi,3,181
2020-04-04,Mississippi,6,97
2020-04-05,Mississippi,8,183
2020-04-06,Mississippi,8,100
2020-04-07,Mississippi,8,177
2020-04-08,Mississippi,8,88
2020-04-09,Mississippi,9,257
2020-04-10,Mississippi,6,209
2020-04-11,Mississippi,11,173
2020-04-12,Mississippi,3,139
2020-04-13,Mississippi,2,161
2020-04-14,Mississippi,13,145
2020-04-15,Mississippi,11,273
2020-04-16,Mississippi,7,264
2020-04-17,Mississippi,11,169
2020-04-18,Mississippi,12,181
2020-04-19,Mississippi,7,300
2020-04-20,Mississippi,10,238
2020-04-21,Mississippi,14,204
2020-04-22,Mississippi,10,178
2020-04-23,Mississippi,8,259
2020-04-24,Mississippi,8,281
2020-04-25,Mississippi,12,284
2020-04-26,Mississippi,6,193
2020-04-27,Mississippi,2,183
2020-04-28,Mississippi,10,248
2020-04-29,Mississippi,11,227
2020-04-30,Mississippi,11,246
2020-05-01,Mississippi,20,397
2020-05-02,Mississippi,10,229
2020-05-03,Mississippi,12,109
2020-05-04,Mississippi,7,327
2020-05-05,Mississippi,32,330
2020-05-06,Mississippi,32,217
2020-05-07,Mississippi,22,262
2020-05-08,Mississippi,13,404
2020-05-09,Mississippi,12,288
2020-05-10,Mississippi,9,123
2020-05-11,Mississippi,5,173
2020-05-12,Mississippi,22,234
2020-05-13,Mississippi,8,182
2020-05-14,Mississippi,15,393
2020-05-15,Mississippi,13,318
2020-05-16,Mississippi,17,322
2020-05-17,Mississippi,11,173
2020-05-18,Mississippi,7,136
2020-05-19,Mississippi,26,272
2020-05-20,Mississippi,16,263
2020-05-21,Mississippi,10,255
2020-05-22,Mississippi,16,402
2020-05-23,Mississippi,20,381
2020-05-24,Mississippi,9,247
2020-05-25,Mississippi,10,206
2020-05-26,Mississippi,17,273
2020-05-27,Mississippi,18,313
2020-05-28,Mississippi,23,328
2020-05-29,Mississippi,17,418
2020-05-30,Mississippi,13,439
2020-05-31,Mississippi,11,272
2020-06-01,Mississippi,5,251
2020-06-02,Mississippi,28,268
2020-06-03,Mississippi,15,302
2020-06-04,Mississippi,12,238
2020-06-05,Mississippi,9,209
2020-06-06,Mississippi,8,265
2020-06-07,Mississippi,6,236
2020-06-08,Mississippi,20,498
2020-06-09,Mississippi,10,341
2020-06-10,Mississippi,21,374
2020-06-11,Mississippi,0,0
2020-06-12,Mississippi,13,608
2020-06-13,Mississippi,8,257
2020-06-14,Mississippi,2,168
2020-06-15,Mississippi,4,283
2020-06-16,Mississippi,20,353
2020-06-17,Mississippi,23,489
2020-06-18,Mississippi,5,381
2020-06-19,Mississippi,0,0
2020-06-20,Mississippi,0,0
2020-06-21,Mississippi,0,0
2020-06-22,Mississippi,35,1265
2020-06-23,Mississippi,11,611
2020-06-24,Mississippi,22,526
2020-06-25,Mississippi,5,1092
2020-06-26,Mississippi,6,550
2020-06-27,Mississippi,13,465
2020-06-28,Mississippi,4,368
2020-06-29,Mississippi,20,669
2020-06-30,Mississippi,14,680
2020-07-01,Mississippi,9,652
2020-07-02,Mississippi,10,870
2020-07-03,Mississippi,11,914
2020-07-04,Mississippi,4,990
2020-07-05,Mississippi,4,226
2020-07-06,Mississippi,3,357
2020-07-07,Mississippi,44,957
2020-07-08,Mississippi,30,674
2020-07-09,Mississippi,16,703
2020-07-10,Mississippi,11,1031
2020-07-11,Mississippi,15,797
2020-07-12,Mississippi,19,868
2020-03-07,Missouri,0,1
2020-03-08,Missouri,0,0
2020-03-09,Missouri,0,0
2020-03-10,Missouri,0,0
2020-03-11,Missouri,0,0
2020-03-12,Missouri,0,1
2020-03-13,Missouri,0,2
2020-03-14,Missouri,0,1
2020-03-15,Missouri,0,0
2020-03-16,Missouri,0,4
2020-03-17,Missouri,0,7
2020-03-18,Missouri,1,5
2020-03-19,Missouri,0,14
2020-03-20,Missouri,2,38
2020-03-21,Missouri,0,20
2020-03-22,Missouri,0,37
2020-03-23,Missouri,1,53
2020-03-24,Missouri,1,72
2020-03-25,Missouri,3,122
2020-03-26,Missouri,0,130
2020-03-27,Missouri,1,163
2020-03-28,Missouri,1,167
2020-03-29,Missouri,2,65
2020-03-30,Missouri,1,147
2020-03-31,Missouri,2,301
2020-04-01,Missouri,3,230
2020-04-02,Missouri,6,254
2020-04-03,Missouri,7,279
2020-04-04,Missouri,13,178
2020-04-05,Missouri,8,76
2020-04-06,Missouri,4,355
2020-04-07,Missouri,23,315
2020-04-08,Missouri,7,290
2020-04-09,Missouri,8,212
2020-04-10,Missouri,11,260
2020-04-11,Missouri,11,225
2020-04-12,Missouri,0,136
2020-04-13,Missouri,20,228
2020-04-14,Missouri,15,298
2020-04-15,Missouri,13,209
2020-04-16,Missouri,6,216
2020-04-17,Missouri,14,172
2020-04-18,Missouri,10,234
2020-04-19,Missouri,2,150
2020-04-20,Missouri,5,140
2020-04-21,Missouri,20,134
2020-04-22,Missouri,15,196
2020-04-23,Missouri,12,184
2020-04-24,Missouri,19,304
2020-04-25,Missouri,13,201
2020-04-26,Missouri,2,171
2020-04-27,Missouri,14,174
2020-04-28,Missouri,28,135
2020-04-29,Missouri,7,120
2020-04-30,Missouri,10,137
2020-05-01,Missouri,14,277
2020-05-02,Missouri,18,314
2020-05-03,Missouri,5,300
2020-05-04,Missouri,9,322
2020-05-05,Missouri,21,143
2020-05-06,Missouri,21,245
2020-05-07,Missouri,20,245
2020-05-08,Missouri,32,164
2020-05-09,Missouri,11,164
2020-05-10,Missouri,10,169
2020-05-11,Missouri,10,119
2020-05-12,Missouri,16,99
2020-05-13,Missouri,20,245
2020-05-14,Missouri,16,121
2020-05-15,Missouri,15,77
2020-05-16,Missouri,14,227
2020-05-17,Missouri,8,275
2020-05-18,Missouri,8,156
2020-05-19,Missouri,22,144
2020-05-20,Missouri,12,141
2020-05-21,Missouri,27,147
2020-05-22,Missouri,10,140
2020-05-23,Missouri,5,125
2020-05-24,Missouri,4,192
2020-05-25,Missouri,5,182
2020-05-26,Missouri,4,141
2020-05-27,Missouri,7,187
2020-05-28,Missouri,10,191
2020-05-29,Missouri,25,134
2020-05-30,Missouri,42,169
2020-05-31,Missouri,2,179
2020-06-01,Missouri,2,226
2020-06-02,Missouri,11,299
2020-06-03,Missouri,4,198
2020-06-04,Missouri,5,266
2020-06-05,Missouri,10,229
2020-06-06,Missouri,7,144
2020-06-07,Missouri,0,326
2020-06-08,Missouri,9,174
2020-06-09,Missouri,22,237
2020-06-10,Missouri,7,266
2020-06-11,Missouri,12,262
2020-06-12,Missouri,11,187
2020-06-13,Missouri,6,216
2020-06-14,Missouri,0,57
2020-06-15,Missouri,5,328
2020-06-16,Missouri,8,218
